from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_route_id,to_route_id,from_trip_id,to_trip_id
ch:1:sloid:87055:0:666267,ch:1:sloid:87055:0:764735,2,120,,,,
ch:1:sloid:87055:0:764735,ch:1:sloid:87055:0:666267,2,120,,,,
ch:1:sloid:92707:0:233352,ch:1:sloid:92707:0:678090,2,120,,,,
ch:1:sloid:92707:0:678090,ch:1:sloid:92707:0:233352,2,120,,,,
ch:1:sloid:92816:0:214289,ch:1:sloid:92816:0:96688,2,120,,,,
ch:1:sloid:92816:0:214289,ch:1:sloid:92816:0:328928,2,180,,,,
ch:1:sloid:92816:0:214289,ch:1:sloid:92816:0:321692,2,180,,,,
ch:1:sloid:92816:0:96688,ch:1:sloid:92816:0:214289,2,120,,,,
ch:1:sloid:92816:0:96688,ch:1:sloid:92816:0:328928,2,180,,,,
ch:1:sloid:92816:0:96688,ch:1:sloid:92816:0:321692,2,120,,,,
ch:1:sloid:92816:0:328928,ch:1:sloid:92816:0:214289,2,180,,,,
ch:1:sloid:92816:0:328928,ch:1:sloid:92816:0:96688,2,180,,,,
ch:1:sloid:92816:0:328928,ch:1:sloid:92816:0:321692,2,180,,,,
ch:1:sloid:92816:0:321692,ch:1:sloid:92816:0:214289,2,180,,,,
ch:1:sloid:92816:0:321692,ch:1:sloid:92816:0:96688,2,120,,,,
ch:1:sloid:92816:0:321692,ch:1:sloid:92816:0:328928,2,180,,,,
ch:1:sloid:92758:0:723642,ch:1:sloid:92758:0:576179,2,120,,,,
ch:1:sloid:92758:0:576179,ch:1:sloid:92758:0:723642,2,120,,,,
ch:1:sloid:92818:0:71649,ch:1:sloid:92818:0:976960,2,120,,,,
ch:1:sloid:92818:0:976960,ch:1:sloid:92818:0:71649,2,120,,,,
ch:1:sloid:95139:0:819460,ch:1:sloid:95139:0:607344,2,120,,,,
ch:1:sloid:95139:0:607344,ch:1:sloid:95139:0:819460,2,120,,,,
ch:1:sloid:93130:0:73606,ch:1:sloid:93130:0:299637,2,120,,,,
ch:1:sloid:93130:0:299637,ch:1:sloid:93130:0:73606,2,120,,,,
ch:1:sloid:92634:0:32739,ch:1:sloid:92634:0:374835,2,180,,,,
ch:1:sloid:92634:0:374835,ch:1:sloid:92634:0:32739,2,180,,,,
ch:1:sloid:93185:0:894864,ch:1:sloid:93185:0:813482,2,120,,,,
ch:1:sloid:93185:0:813482,ch:1:sloid:93185:0:894864,2,120,,,,
ch:1:sloid:93157:0:280349,ch:1:sloid:93157:0:797077,2,120,,,,
ch:1:sloid:93157:0:797077,ch:1:sloid:93157:0:280349,2,120,,,,
ch:1:sloid:93031:0:306644,ch:1:sloid:93031:0:607762,2,120,,,,
ch:1:sloid:93031:0:607762,ch:1:sloid:93031:0:306644,2,120,,,,
ch:1:sloid:92819:0:982862,ch:1:sloid:92819:0:901868,2,120,,,,
ch:1:sloid:92819:0:901868,ch:1:sloid:92819:0:982862,2,120,,,,
ch:1:sloid:92822:0:236161,ch:1:sloid:92822:0:168419,2,180,,,,
ch:1:sloid:92822:0:236161,ch:1:sloid:92839:0:89036,2,360,,,,
ch:1:sloid:92822:0:236161,ch:1:sloid:92839:0:391795,2,360,,,,
ch:1:sloid:92822:0:168419,ch:1:sloid:92822:0:236161,2,180,,,,
ch:1:sloid:92822:0:168419,ch:1:sloid:92839:0:89036,2,240,,,,
ch:1:sloid:92822:0:168419,ch:1:sloid:92839:0:391795,2,240,,,,
ch:1:sloid:87418:0:85264,ch:1:sloid:87418:0:906408,2,120,,,,
ch:1:sloid:87418:0:85264,ch:1:sloid:87418:0:132652,2,120,,,,
ch:1:sloid:87418:0:85264,ch:1:sloid:87418:0:37630,2,300,,,,
ch:1:sloid:87418:0:85264,ch:1:sloid:87418:0:521517,2,240,,,,
ch:1:sloid:87418:0:85264,ch:1:sloid:87418:0:931225,2,240,,,,
ch:1:sloid:87418:0:906408,ch:1:sloid:87418:0:85264,2,120,,,,
ch:1:sloid:87418:0:906408,ch:1:sloid:87418:0:132652,2,120,,,,
ch:1:sloid:87418:0:906408,ch:1:sloid:87418:0:37630,2,240,,,,
ch:1:sloid:87418:0:906408,ch:1:sloid:87418:0:521517,2,240,,,,
ch:1:sloid:87418:0:906408,ch:1:sloid:87418:0:931225,2,240,,,,
ch:1:sloid:87418:0:132652,ch:1:sloid:87418:0:85264,2,120,,,,
ch:1:sloid:87418:0:132652,ch:1:sloid:87418:0:906408,2,120,,,,
ch:1:sloid:87418:0:132652,ch:1:sloid:87418:0:37630,2,360,,,,
ch:1:sloid:87418:0:132652,ch:1:sloid:87418:0:521517,2,180,,,,
ch:1:sloid:87418:0:132652,ch:1:sloid:87418:0:931225,2,180,,,,
ch:1:sloid:87418:0:37630,ch:1:sloid:87418:0:85264,2,300,,,,
ch:1:sloid:87418:0:37630,ch:1:sloid:87418:0:906408,2,240,,,,
ch:1:sloid:87418:0:37630,ch:1:sloid:87418:0:132652,2,360,,,,
ch:1:sloid:87418:0:37630,ch:1:sloid:87418:0:521517,2,420,,,,
ch:1:sloid:87418:0:37630,ch:1:sloid:87418:0:931225,2,420,,,,
ch:1:sloid:87418:0:521517,ch:1:sloid:87418:0:85264,2,240,,,,
ch:1:sloid:87418:0:521517,ch:1:sloid:87418:0:906408,2,240,,,,
ch:1:sloid:87418:0:521517,ch:1:sloid:87418:0:132652,2,180,,,,
ch:1:sloid:87418:0:521517,ch:1:sloid:87418:0:37630,2,420,,,,
ch:1:sloid:87418:0:521517,ch:1:sloid:87418:0:931225,2,120,,,,
ch:1:sloid:87418:0:931225,ch:1:sloid:87418:0:85264,2,240,,,,
ch:1:sloid:87418:0:931225,ch:1:sloid:87418:0:906408,2,240,,,,
ch:1:sloid:87418:0:931225,ch:1:sloid:87418:0:132652,2,180,,,,
ch:1:sloid:87418:0:931225,ch:1:sloid:87418:0:37630,2,420,,,,
ch:1:sloid:87418:0:931225,ch:1:sloid:87418:0:521517,2,120,,,,
ch:1:sloid:1401844:0:832410,ch:1:sloid:1401844:0:561362,2,120,,,,
ch:1:sloid:1401844:0:561362,ch:1:sloid:1401844:0:832410,2,120,,,,
ch:1:sloid:92766:0:178421,ch:1:sloid:92766:0:12631,2,120,,,,
ch:1:sloid:92766:0:12631,ch:1:sloid:92766:0:178421,2,120,,,,
ch:1:sloid:8108:0:910334,ch:1:sloid:8108:0:49174,2,120,,,,
ch:1:sloid:8108:0:49174,ch:1:sloid:8108:0:910334,2,120,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:92679:0:942865,2,180,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:92679:0:838533,2,120,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:92679:0:311037,2,120,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:89098:0:158679,2,360,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:89098:0:860097,2,420,,,,
ch:1:sloid:92679:0:255953,ch:1:sloid:89098:0:533325,2,360,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:92679:0:255953,2,180,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:92679:0:838533,2,180,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:92679:0:311037,2,180,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:89098:0:158679,2,360,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:89098:0:860097,2,420,,,,
ch:1:sloid:92679:0:942865,ch:1:sloid:89098:0:533325,2,360,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:92679:0:255953,2,120,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:92679:0:942865,2,180,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:92679:0:311037,2,120,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:89098:0:158679,2,360,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:89098:0:860097,2,480,,,,
ch:1:sloid:92679:0:838533,ch:1:sloid:89098:0:533325,2,480,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:92679:0:255953,2,120,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:92679:0:942865,2,180,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:92679:0:838533,2,120,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:89098:0:158679,2,360,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:89098:0:860097,2,480,,,,
ch:1:sloid:92679:0:311037,ch:1:sloid:89098:0:533325,2,480,,,,
ch:1:sloid:92641:0:999826,ch:1:sloid:92641:0:120620,2,120,,,,
ch:1:sloid:92641:0:120620,ch:1:sloid:92641:0:999826,2,120,,,,
ch:1:sloid:92744:0:423112,ch:1:sloid:92744:0:192696,2,120,,,,
ch:1:sloid:92744:0:192696,ch:1:sloid:92744:0:423112,2,120,,,,
ch:1:sloid:1401787:0:582465,ch:1:sloid:1401787:0:388447,2,120,,,,
ch:1:sloid:1401787:0:388447,ch:1:sloid:1401787:0:582465,2,120,,,,
ch:1:sloid:92713:0:649381,ch:1:sloid:92713:0:526890,2,120,,,,
ch:1:sloid:92713:0:649381,ch:1:sloid:92713:0:426312,2,180,,,,
ch:1:sloid:92713:0:649381,ch:1:sloid:92713:0:377382,2,120,,,,
ch:1:sloid:92713:0:649381,ch:1:sloid:92713:0:822821,2,180,,,,
ch:1:sloid:92713:0:526890,ch:1:sloid:92713:0:649381,2,120,,,,
ch:1:sloid:92713:0:526890,ch:1:sloid:92713:0:426312,2,180,,,,
ch:1:sloid:92713:0:526890,ch:1:sloid:92713:0:377382,2,120,,,,
ch:1:sloid:92713:0:526890,ch:1:sloid:92713:0:822821,2,180,,,,
ch:1:sloid:92713:0:426312,ch:1:sloid:92713:0:649381,2,180,,,,
ch:1:sloid:92713:0:426312,ch:1:sloid:92713:0:526890,2,180,,,,
ch:1:sloid:92713:0:426312,ch:1:sloid:92713:0:377382,2,120,,,,
ch:1:sloid:92713:0:426312,ch:1:sloid:92713:0:822821,2,60,,,,
ch:1:sloid:92713:0:377382,ch:1:sloid:92713:0:649381,2,120,,,,
ch:1:sloid:92713:0:377382,ch:1:sloid:92713:0:526890,2,120,,,,
ch:1:sloid:92713:0:377382,ch:1:sloid:92713:0:426312,2,120,,,,
ch:1:sloid:92713:0:377382,ch:1:sloid:92713:0:822821,2,120,,,,
ch:1:sloid:92713:0:822821,ch:1:sloid:92713:0:649381,2,180,,,,
ch:1:sloid:92713:0:822821,ch:1:sloid:92713:0:526890,2,180,,,,
ch:1:sloid:92713:0:822821,ch:1:sloid:92713:0:426312,2,60,,,,
ch:1:sloid:92713:0:822821,ch:1:sloid:92713:0:377382,2,120,,,,
ch:1:sloid:1400679:0:321853,ch:1:sloid:1400679:0:730087,2,120,,,,
ch:1:sloid:1400679:0:321853,ch:1:sloid:1400679:0:189429,2,120,,,,
ch:1:sloid:1400679:0:321853,ch:1:sloid:1400679:0:351549,2,300,,,,
ch:1:sloid:1400679:0:321853,ch:1:sloid:1400679:0:906126,2,300,,,,
ch:1:sloid:1400679:0:730087,ch:1:sloid:1400679:0:321853,2,120,,,,
ch:1:sloid:1400679:0:730087,ch:1:sloid:1400679:0:189429,2,120,,,,
ch:1:sloid:1400679:0:730087,ch:1:sloid:1400679:0:351549,2,300,,,,
ch:1:sloid:1400679:0:730087,ch:1:sloid:1400679:0:906126,2,300,,,,
ch:1:sloid:1400679:0:189429,ch:1:sloid:1400679:0:321853,2,120,,,,
ch:1:sloid:1400679:0:189429,ch:1:sloid:1400679:0:730087,2,120,,,,
ch:1:sloid:1400679:0:189429,ch:1:sloid:1400679:0:351549,2,300,,,,
ch:1:sloid:1400679:0:189429,ch:1:sloid:1400679:0:906126,2,300,,,,
ch:1:sloid:1400679:0:351549,ch:1:sloid:1400679:0:321853,2,300,,,,
ch:1:sloid:1400679:0:351549,ch:1:sloid:1400679:0:730087,2,300,,,,
ch:1:sloid:1400679:0:351549,ch:1:sloid:1400679:0:189429,2,300,,,,
ch:1:sloid:1400679:0:351549,ch:1:sloid:1400679:0:906126,2,120,,,,
ch:1:sloid:1400679:0:906126,ch:1:sloid:1400679:0:321853,2,300,,,,
ch:1:sloid:1400679:0:906126,ch:1:sloid:1400679:0:730087,2,300,,,,
ch:1:sloid:1400679:0:906126,ch:1:sloid:1400679:0:189429,2,300,,,,
ch:1:sloid:1400679:0:906126,ch:1:sloid:1400679:0:351549,2,120,,,,
ch:1:sloid:92847:0:493375,ch:1:sloid:92847:0:334077,2,120,,,,
ch:1:sloid:92847:0:334077,ch:1:sloid:92847:0:493375,2,120,,,,
ch:1:sloid:92942:0:306992,ch:1:sloid:92942:0:230240,2,120,,,,
ch:1:sloid:92942:0:230240,ch:1:sloid:92942:0:306992,2,120,,,,
ch:1:sloid:92642:0:897889,ch:1:sloid:92642:0:200087,2,120,,,,
ch:1:sloid:92642:0:200087,ch:1:sloid:92642:0:897889,2,120,,,,
ch:1:sloid:92673:0:174638,ch:1:sloid:92673:0:253182,2,120,,,,
ch:1:sloid:92673:0:253182,ch:1:sloid:92673:0:174638,2,120,,,,
ch:1:sloid:92823:0:403011,ch:1:sloid:92823:0:374665,2,120,,,,
ch:1:sloid:92823:0:374665,ch:1:sloid:92823:0:403011,2,120,,,,
ch:1:sloid:93158:0:86125,ch:1:sloid:93158:0:196305,2,120,,,,
ch:1:sloid:93158:0:86125,ch:1:sloid:93158:0:86125,2,120,,,,
ch:1:sloid:93158:0:86125,ch:1:sloid:93158:0:196305,2,120,,,,
ch:1:sloid:93158:0:196305,ch:1:sloid:93158:0:86125,2,120,,,,
ch:1:sloid:93158:0:196305,ch:1:sloid:93158:0:86125,2,120,,,,
ch:1:sloid:93158:0:196305,ch:1:sloid:93158:0:196305,2,120,,,,
ch:1:sloid:92824:0:206355,ch:1:sloid:92824:0:990180,2,120,,,,
ch:1:sloid:92824:0:990180,ch:1:sloid:92824:0:206355,2,120,,,,
ch:1:sloid:92761:0:939100,ch:1:sloid:92761:0:673180,2,120,,,,
ch:1:sloid:92761:0:673180,ch:1:sloid:92761:0:939100,2,120,,,,
ch:1:sloid:1401654:0:116243,ch:1:sloid:1401654:0:790387,2,120,,,,
ch:1:sloid:1401654:0:790387,ch:1:sloid:1401654:0:116243,2,120,,,,
ch:1:sloid:93044:0:840367,ch:1:sloid:93044:0:7196,2,120,,,,
ch:1:sloid:93044:0:7196,ch:1:sloid:93044:0:840367,2,120,,,,
ch:1:sloid:92674:0:949150,ch:1:sloid:92674:0:158851,2,180,,,,
ch:1:sloid:92674:0:949150,ch:1:sloid:92674:0:442487,2,240,,,,
ch:1:sloid:92674:0:949150,ch:1:sloid:92674:0:277317,2,240,,,,
ch:1:sloid:92674:0:158851,ch:1:sloid:92674:0:949150,2,180,,,,
ch:1:sloid:92674:0:158851,ch:1:sloid:92674:0:442487,2,180,,,,
ch:1:sloid:92674:0:158851,ch:1:sloid:92674:0:277317,2,180,,,,
ch:1:sloid:92674:0:442487,ch:1:sloid:92674:0:949150,2,240,,,,
ch:1:sloid:92674:0:442487,ch:1:sloid:92674:0:158851,2,180,,,,
ch:1:sloid:92674:0:442487,ch:1:sloid:92674:0:277317,2,120,,,,
ch:1:sloid:92674:0:277317,ch:1:sloid:92674:0:949150,2,240,,,,
ch:1:sloid:92674:0:277317,ch:1:sloid:92674:0:158851,2,180,,,,
ch:1:sloid:92674:0:277317,ch:1:sloid:92674:0:442487,2,120,,,,
ch:1:sloid:93010:0:593131,ch:1:sloid:93010:0:613114,2,120,,,,
ch:1:sloid:93010:0:613114,ch:1:sloid:93010:0:593131,2,120,,,,
ch:1:sloid:93111:0:377266,ch:1:sloid:93111:0:474842,2,120,,,,
ch:1:sloid:93111:0:377266,ch:1:sloid:93111:0:485432,2,120,,,,
ch:1:sloid:93111:0:474842,ch:1:sloid:93111:0:377266,2,120,,,,
ch:1:sloid:93111:0:474842,ch:1:sloid:93111:0:485432,2,120,,,,
ch:1:sloid:93111:0:485432,ch:1:sloid:93111:0:377266,2,120,,,,
ch:1:sloid:93111:0:485432,ch:1:sloid:93111:0:474842,2,120,,,,
ch:1:sloid:92826:0:463320,ch:1:sloid:92826:0:631891,2,120,,,,
ch:1:sloid:92826:0:631891,ch:1:sloid:92826:0:463320,2,120,,,,
ch:1:sloid:92745:0:864848,ch:1:sloid:92745:0:235409,2,120,,,,
ch:1:sloid:92745:0:235409,ch:1:sloid:92745:0:864848,2,120,,,,
ch:1:sloid:92943:0:975458,ch:1:sloid:92943:0:529433,2,120,,,,
ch:1:sloid:92943:0:529433,ch:1:sloid:92943:0:975458,2,120,,,,
ch:1:sloid:1401792:0:549066,ch:1:sloid:1401792:0:824875,2,120,,,,
ch:1:sloid:1401792:0:824875,ch:1:sloid:1401792:0:549066,2,120,,,,
ch:1:sloid:93144:0:377732,ch:1:sloid:93144:0:366311,2,240,,,,
ch:1:sloid:93144:0:377732,ch:1:sloid:93144:0:984401,2,360,,,,
ch:1:sloid:93144:0:377732,ch:1:sloid:93144:0:530613,2,300,,,,
ch:1:sloid:93144:0:366311,ch:1:sloid:93144:0:377732,2,240,,,,
ch:1:sloid:93144:0:366311,ch:1:sloid:93144:0:984401,2,240,,,,
ch:1:sloid:93144:0:366311,ch:1:sloid:93144:0:530613,2,120,,,,
ch:1:sloid:93144:0:984401,ch:1:sloid:93144:0:377732,2,360,,,,
ch:1:sloid:93144:0:984401,ch:1:sloid:93144:0:366311,2,240,,,,
ch:1:sloid:93144:0:984401,ch:1:sloid:93144:0:530613,2,300,,,,
ch:1:sloid:93144:0:530613,ch:1:sloid:93144:0:377732,2,300,,,,
ch:1:sloid:93144:0:530613,ch:1:sloid:93144:0:366311,2,120,,,,
ch:1:sloid:93144:0:530613,ch:1:sloid:93144:0:984401,2,300,,,,
ch:1:sloid:93075:0:931209,ch:1:sloid:93075:0:635131,2,120,,,,
ch:1:sloid:93075:0:635131,ch:1:sloid:93075:0:931209,2,120,,,,
ch:1:sloid:92829:0:409405,ch:1:sloid:92829:0:618983,2,180,,,,
ch:1:sloid:92829:0:409405,ch:1:sloid:92829:0:763228,2,180,,,,
ch:1:sloid:92829:0:409405,ch:1:sloid:7347:0:234563,2,480,,,,
ch:1:sloid:92829:0:409405,ch:1:sloid:7347:0:757116,2,480,,,,
ch:1:sloid:92829:0:618983,ch:1:sloid:92829:0:409405,2,180,,,,
ch:1:sloid:92829:0:618983,ch:1:sloid:92829:0:763228,2,120,,,,
ch:1:sloid:92829:0:763228,ch:1:sloid:92829:0:409405,2,180,,,,
ch:1:sloid:92829:0:763228,ch:1:sloid:92829:0:618983,2,120,,,,
ch:1:sloid:1401655:0:27839,ch:1:sloid:1401655:0:390309,2,120,,,,
ch:1:sloid:92726:0:288719,ch:1:sloid:92726:0:716778,2,120,,,,
ch:1:sloid:92726:0:716778,ch:1:sloid:92726:0:288719,2,120,,,,
ch:1:sloid:1400015:0:100392,ch:1:sloid:1400015:0:843922,2,120,,,,
ch:1:sloid:1400015:0:843922,ch:1:sloid:1400015:0:100392,2,120,,,,
ch:1:sloid:1400017:0:372330,ch:1:sloid:1400017:0:753127,2,120,,,,
ch:1:sloid:1400017:0:753127,ch:1:sloid:1400017:0:372330,2,120,,,,
ch:1:sloid:92830:0:50824,ch:1:sloid:92830:0:719416,2,120,,,,
ch:1:sloid:92830:0:719416,ch:1:sloid:92830:0:50824,2,120,,,,
ch:1:sloid:92667:0:98056,ch:1:sloid:92667:0:950304,2,120,,,,
ch:1:sloid:92667:0:950304,ch:1:sloid:92667:0:98056,2,120,,,,
ch:1:sloid:92833:0:4314,ch:1:sloid:92833:0:133638,2,120,,,,
ch:1:sloid:92833:0:133638,ch:1:sloid:92833:0:4314,2,120,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92886:0:481909,2,120,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92898:0:432480,2,540,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92898:0:128034,2,540,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92898:0:356226,2,540,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92898:0:280057,2,540,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92878:0:665453,2,240,,,,
ch:1:sloid:92886:0:443223,ch:1:sloid:92878:0:476102,2,240,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92886:0:443223,2,120,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92898:0:432480,2,540,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92898:0:128034,2,540,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92898:0:356226,2,540,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92898:0:280057,2,540,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92878:0:665453,2,240,,,,
ch:1:sloid:92886:0:481909,ch:1:sloid:92878:0:476102,2,240,,,,
ch:1:sloid:92898:0:432480,ch:1:sloid:92886:0:443223,2,540,,,,
ch:1:sloid:92898:0:432480,ch:1:sloid:92886:0:481909,2,540,,,,
ch:1:sloid:92898:0:432480,ch:1:sloid:92898:0:128034,2,120,,,,
ch:1:sloid:92898:0:432480,ch:1:sloid:92898:0:356226,2,120,,,,
ch:1:sloid:92898:0:432480,ch:1:sloid:92898:0:280057,2,120,,,,
ch:1:sloid:92898:0:128034,ch:1:sloid:92886:0:443223,2,540,,,,
ch:1:sloid:92898:0:128034,ch:1:sloid:92886:0:481909,2,540,,,,
ch:1:sloid:92898:0:128034,ch:1:sloid:92898:0:432480,2,120,,,,
ch:1:sloid:92898:0:128034,ch:1:sloid:92898:0:356226,2,120,,,,
ch:1:sloid:92898:0:128034,ch:1:sloid:92898:0:280057,2,120,,,,
ch:1:sloid:92898:0:356226,ch:1:sloid:92886:0:443223,2,540,,,,
ch:1:sloid:92898:0:356226,ch:1:sloid:92886:0:481909,2,540,,,,
ch:1:sloid:92898:0:356226,ch:1:sloid:92898:0:432480,2,120,,,,
ch:1:sloid:92898:0:356226,ch:1:sloid:92898:0:128034,2,120,,,,
ch:1:sloid:92898:0:356226,ch:1:sloid:92898:0:280057,2,180,,,,
ch:1:sloid:92898:0:280057,ch:1:sloid:92886:0:443223,2,540,,,,
ch:1:sloid:92898:0:280057,ch:1:sloid:92886:0:481909,2,540,,,,
ch:1:sloid:92898:0:280057,ch:1:sloid:92898:0:432480,2,120,,,,
ch:1:sloid:92898:0:280057,ch:1:sloid:92898:0:128034,2,120,,,,
ch:1:sloid:92898:0:280057,ch:1:sloid:92898:0:356226,2,180,,,,
ch:1:sloid:93035:0:134433,ch:1:sloid:93035:0:448444,2,120,,,,
ch:1:sloid:93035:0:448444,ch:1:sloid:93035:0:134433,2,120,,,,
ch:1:sloid:92878:0:665453,ch:1:sloid:92886:0:443223,2,240,,,,
ch:1:sloid:92878:0:665453,ch:1:sloid:92886:0:481909,2,240,,,,
ch:1:sloid:92878:0:665453,ch:1:sloid:92878:0:476102,2,120,,,,
ch:1:sloid:92878:0:476102,ch:1:sloid:92886:0:443223,2,240,,,,
ch:1:sloid:92878:0:476102,ch:1:sloid:92886:0:481909,2,240,,,,
ch:1:sloid:92878:0:476102,ch:1:sloid:92878:0:665453,2,120,,,,
ch:1:sloid:92675:0:348567,ch:1:sloid:92675:0:739477,2,120,,,,
ch:1:sloid:92675:0:739477,ch:1:sloid:92675:0:348567,2,120,,,,
ch:1:sloid:93159:0:51022,ch:1:sloid:93159:0:851340,2,120,,,,
ch:1:sloid:93159:0:851340,ch:1:sloid:93159:0:51022,2,120,,,,
ch:1:sloid:93012:0:699038,ch:1:sloid:93012:0:728449,2,120,,,,
ch:1:sloid:93012:0:728449,ch:1:sloid:93012:0:699038,2,120,,,,
ch:1:sloid:92983:0:736131,ch:1:sloid:92983:0:894392,2,120,,,,
ch:1:sloid:92983:0:736131,ch:1:sloid:92983:0:754975,2,240,,,,
ch:1:sloid:92983:0:736131,ch:1:sloid:92983:0:390264,2,240,,,,
ch:1:sloid:92983:0:894392,ch:1:sloid:92983:0:736131,2,120,,,,
ch:1:sloid:92983:0:894392,ch:1:sloid:92983:0:754975,2,240,,,,
ch:1:sloid:92983:0:894392,ch:1:sloid:92983:0:390264,2,240,,,,
ch:1:sloid:92983:0:754975,ch:1:sloid:92983:0:736131,2,240,,,,
ch:1:sloid:92983:0:754975,ch:1:sloid:92983:0:894392,2,240,,,,
ch:1:sloid:92983:0:754975,ch:1:sloid:92983:0:390264,2,120,,,,
ch:1:sloid:92983:0:390264,ch:1:sloid:92983:0:736131,2,240,,,,
ch:1:sloid:92983:0:390264,ch:1:sloid:92983:0:894392,2,240,,,,
ch:1:sloid:92983:0:390264,ch:1:sloid:92983:0:754975,2,120,,,,
ch:1:sloid:93198:0:585105,ch:1:sloid:93198:0:720433,2,120,,,,
ch:1:sloid:93198:0:720433,ch:1:sloid:93198:0:585105,2,120,,,,
ch:1:sloid:87065:0:745942,ch:1:sloid:87065:0:525273,2,0,,,,
ch:1:sloid:87065:0:525273,ch:1:sloid:87065:0:745942,2,0,,,,
ch:1:sloid:92976:0:315700,ch:1:sloid:92976:0:675863,2,120,,,,
ch:1:sloid:92976:0:675863,ch:1:sloid:92976:0:315700,2,120,,,,
ch:1:sloid:92865:0:247713,ch:1:sloid:92865:0:374641,2,120,,,,
ch:1:sloid:92865:0:374641,ch:1:sloid:92865:0:247713,2,120,,,,
ch:1:sloid:7347:0:234563,ch:1:sloid:92829:0:409405,2,480,,,,
ch:1:sloid:7347:0:234563,ch:1:sloid:7347:0:757116,2,120,,,,
ch:1:sloid:7347:0:757116,ch:1:sloid:92829:0:409405,2,480,,,,
ch:1:sloid:7347:0:757116,ch:1:sloid:7347:0:234563,2,120,,,,
ch:1:sloid:92706:0:172187,ch:1:sloid:92706:0:575638,2,120,,,,
ch:1:sloid:92706:0:172187,ch:1:sloid:92706:0:113804,2,120,,,,
ch:1:sloid:92706:0:575638,ch:1:sloid:92706:0:172187,2,120,,,,
ch:1:sloid:92706:0:575638,ch:1:sloid:92706:0:113804,2,120,,,,
ch:1:sloid:1401845:0:783080,ch:1:sloid:1401845:0:648033,2,120,,,,
ch:1:sloid:1401845:0:648033,ch:1:sloid:1401845:0:783080,2,120,,,,
ch:1:sloid:92944:0:417610,ch:1:sloid:3331:0:792791,2,240,,,,
ch:1:sloid:92944:0:417610,ch:1:sloid:3331:0:60832,2,240,,,,
ch:1:sloid:93059:0:916574,ch:1:sloid:93059:0:129129,2,120,,,,
ch:1:sloid:93059:0:129129,ch:1:sloid:93059:0:916574,2,120,,,,
ch:1:sloid:93033:0:460114,ch:1:sloid:93033:0:416712,2,120,,,,
ch:1:sloid:93033:0:416712,ch:1:sloid:93033:0:460114,2,120,,,,
ch:1:sloid:92776:0:192099,ch:1:sloid:92776:0:121511,2,120,,,,
ch:1:sloid:92776:0:121511,ch:1:sloid:92776:0:192099,2,120,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92812:0:973994,2,240,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92812:0:215234,2,240,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92812:0:542559,2,240,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92812:0:167424,2,240,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92841:0:478048,2,360,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92841:0:392048,2,300,,,,
ch:1:sloid:92831:0:720144,ch:1:sloid:92841:0:455940,2,300,,,,
ch:1:sloid:92832:0:109396,ch:1:sloid:92832:0:299323,2,180,,,,
ch:1:sloid:92832:0:109396,ch:1:sloid:92832:0:83011,2,240,,,,
ch:1:sloid:92832:0:299323,ch:1:sloid:92832:0:109396,2,180,,,,
ch:1:sloid:92832:0:299323,ch:1:sloid:92832:0:83011,2,180,,,,
