stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,stop_timezone_header
S0100001,,31 Décembre,,46.2016780,6.16193100,,,1,,,
0100001_M,,31 Décembre,,46.2016780,6.16193100,,,0,S0100001,M,
ch:1:sloid:92773:0:43716,,"Genève, 31-Décembre",,46.2016780,6.16193100,,,0,S0100001,,
S0100002,,31 Décembre,,46.2017810,6.16225300,,,1,,,
0100002_N,,31 Décembre,,46.2017810,6.16225300,,,0,S0100002,N,
ch:1:sloid:92773:0:14018,,"Genève, 31-Décembre",,46.2017810,6.16225300,,,0,S0100002,,
S0100003,,Avenue de l'Ain,,46.2059460,6.10989500,,,1,,,
0100003_C,,Avenue de l'Ain,,46.2059460,6.10989500,,,0,S0100003,C,
ch:1:sloid:93138:0:883641,,"Vernier, Avenue de l'Ain",,46.2059460,6.10989500,,,0,S0100003,,
S0100004,,Avenue de l'Ain,,46.2062360,6.11005700,,,1,,,
0100004_D,,Avenue de l'Ain,,46.2062360,6.11005700,,,0,S0100004,D,
ch:1:sloid:93138:0:552298,,"Vernier, Avenue de l'Ain",,46.2062360,6.11005700,,,0,S0100004,,
S0100005,,Avenue de l'Ain,,46.2078890,6.10909600,,,1,,,
0100005_B,,Avenue de l'Ain,,46.2078890,6.10909600,,,0,S0100005,B,
ch:1:sloid:93138:0:909127,,"Vernier, Avenue de l'Ain",,46.2078890,6.10909600,,,0,S0100005,,
S0100006,,Avenue de l'Ain,,46.2077460,6.10921600,,,1,,,
0100006_A,,Avenue de l'Ain,,46.2077460,6.10921600,,,0,S0100006,A,
ch:1:sloid:93138:0:349915,,"Vernier, Avenue de l'Ain",,46.2077460,6.10921600,,,0,S0100006,,
S0100007,,Avenue de l'Ain,,46.2057630,6.11196000,,,1,,,
0100007_E,,Avenue de l'Ain,,46.2057630,6.11196000,,,0,S0100007,E,
ch:1:sloid:93138:0:693151,,"Vernier, Avenue de l'Ain",,46.2057630,6.11196000,,,0,S0100007,,
S0100008,,L'Abbaye,,46.2222130,6.25144400,,,1,,,
0100008_A,,L'Abbaye,,46.2222130,6.25144400,,,0,S0100008,A,
ch:1:sloid:92965:0:538335,,"Jussy, L'Abbaye",,46.2222130,6.25144400,,,0,S0100008,,
S0100009,,L'Abbaye,,46.2219350,6.25152800,,,1,,,
0100009_B,,L'Abbaye,,46.2219350,6.25152800,,,0,S0100009,B,
ch:1:sloid:92965:0:614471,,"Jussy, L'Abbaye",,46.2219350,6.25152800,,,0,S0100009,,
S0100010,,Acacias,,46.1926080,6.13808700,,,1,,,
0100010_E,,Acacias,,46.1926080,6.13808700,,,0,S0100010,E,
ch:1:sloid:92774:0:667885,,"Genève, Acacias",,46.1926080,6.13808700,,,0,S0100010,,
S0100011,,Acacias,,46.1927470,6.13851100,,,1,,,
0100011_F,,Acacias,,46.1927470,6.13851100,,,0,S0100011,F,
ch:1:sloid:92774:0:589451,,"Genève, Acacias",,46.1927470,6.13851100,,,0,S0100011,,
S0100012,,Archamps-Communauté-Communes,,46.1380180,6.11742500,,,1,,,
0100012_G,,Archamps-Communauté-Communes,,46.1380180,6.11742500,,,0,S0100012,G,
ch:1:sloid:1401703:0:37234,,"Archamps, Communauté Communes",,46.1380180,6.11742500,,,0,S0100012,,
S0100013,,Archamps-Communauté-Communes,,46.1379290,6.11745300,,,1,,,
0100013_H,,Archamps-Communauté-Communes,,46.1379290,6.11745300,,,0,S0100013,H,
ch:1:sloid:1401703:0:27183,,"Archamps, Communauté Communes",,46.1379290,6.11745300,,,0,S0100013,,
S0100014,,Archamps-Centre de convention,,46.1361870,6.12320300,,,1,,,
0100014_E,,Archamps-Centre de convention,,46.1361870,6.12320300,,,0,S0100014,E,
ch:1:sloid:1401702:0:492334,,"Archamps, Centre de convention",,46.1361870,6.12320300,,,0,S0100014,,
S0100015,,Archamps-Centre de convention,,46.1361140,6.12307500,,,1,,,
0100015_F,,Archamps-Centre de convention,,46.1361140,6.12307500,,,0,S0100015,F,
ch:1:sloid:1401702:0:115743,,"Archamps, Centre de convention",,46.1361140,6.12307500,,,0,S0100015,,
S0100016,,Avusy-Creux-du-Loup,,46.1517950,5.99566300,,,1,,,
0100016_L,,Avusy-Creux-du-Loup,,46.1517950,5.99566300,,,0,S0100016,L,
ch:1:sloid:95011:0:486459,,"Avusy, Creux-du-Loup",,46.1517950,5.99566300,,,0,S0100016,,
S0100018,,Prévessin-Ancienne-Douane,,46.2476170,6.07941400,,,1,,,
0100018_M,,Prévessin-Ancienne-Douane,,46.2476170,6.07941400,,,0,S0100018,M,
ch:1:sloid:1401776:0:750419,,"Prévessin, Ancienne Douane",,46.2476170,6.07941400,,,0,S0100018,,
S0100019,,Prévessin-Ancienne-Douane,,46.2474160,6.07987300,,,1,,,
0100019_N,,Prévessin-Ancienne-Douane,,46.2474160,6.07987300,,,0,S0100019,N,
ch:1:sloid:1401776:0:943465,,"Prévessin, Ancienne Douane",,46.2474160,6.07987300,,,0,S0100019,,
S0100020,,Aéroport-P47,,46.2408060,6.12201100,,,1,,,
0100020_S,,Aéroport-P47,,46.2408060,6.12201100,,,0,S0100020,S,
ch:1:sloid:96098:0:74647,,"Grand-Saconnex, Aéroport-P47",,46.2408060,6.12201100,,,0,S0100020,,
S0100021,,Aéroport-P47,,46.2406480,6.12156100,,,1,,,
0100021_T,,Aéroport-P47,,46.2406480,6.12156100,,,0,S0100021,T,
ch:1:sloid:96098:0:72858,,"Grand-Saconnex, Aéroport-P47",,46.2406480,6.12156100,,,0,S0100021,,
S0100022,,Genève-Aéroport-Terminal,,46.2310700,6.10956700,,,1,,,
0100022_A,,Genève-Aéroport-Terminal,,46.2310700,6.10956700,,,0,S0100022,A,
ch:1:sloid:92775:0:533072,,"Genève-Aéroport, Terminal",,46.2310700,6.10956700,,,0,S0100022,,
S0100023,,Genève-Aéroport-Terminal,,46.2309610,6.11023100,,,1,,,
0100023_C,,Genève-Aéroport-Terminal,,46.2309610,6.11023100,,,0,S0100023,C,
ch:1:sloid:92775:0:810006,,"Genève-Aéroport, Terminal",,46.2309610,6.11023100,,,0,S0100023,,
S0100024,,Genève-Aéroport-Terminal,,46.2303940,6.10945400,,,1,,,
0100024_B,,Genève-Aéroport-Terminal,,46.2303940,6.10945400,,,0,S0100024,B,
ch:1:sloid:92775:0:144182,,"Genève-Aéroport, Terminal",,46.2303940,6.10945400,,,0,S0100024,,
S0100026,,Genève-Aéroport-Terminal,,46.2310590,6.11016400,,,1,,,
0100026_D,,Genève-Aéroport-Terminal,,46.2310590,6.11016400,,,0,S0100026,D,
ch:1:sloid:92775:0:633396,,"Genève-Aéroport, Terminal",,46.2310590,6.11016400,,,0,S0100026,,
S0100027,,Genève-Aéroport-Terminal,,46.2310070,6.11030800,,,1,,,
0100027_E,,Genève-Aéroport-Terminal,,46.2310070,6.11030800,,,0,S0100027,E,
ch:1:sloid:92775:0:476705,,"Genève-Aéroport, Terminal",,46.2310070,6.11030800,,,0,S0100027,,
S0100028,,Genève-Aéroport-Terminal,,46.2303120,6.10937800,,,1,,,
0100028_G,,Genève-Aéroport-Terminal,,46.2303120,6.10937800,,,0,S0100028,G,
ch:1:sloid:92775:0:169103,,"Genève-Aéroport, Terminal",,46.2303120,6.10937800,,,0,S0100028,,
S0100029,,Genève-Aéroport-Terminal,,46.2300930,6.10906000,,,1,,,
0100029_F,,Genève-Aéroport-Terminal,,46.2300930,6.10906000,,,0,S0100029,F,
ch:1:sloid:92775:0:232924,,"Genève-Aéroport, Terminal",,46.2300930,6.10906000,,,0,S0100029,,
S0100030,,Usine à Gaz,,46.2057020,6.10825500,,,1,,,
0100030_J,,Usine à Gaz,,46.2057020,6.10825500,,,0,S0100030,J,
ch:1:sloid:93174:0:436271,,"Vernier, Usine à gaz",,46.2057020,6.10825500,,,0,S0100030,,
S0100031,,Usine à Gaz,,46.2058530,6.10813500,,,1,,,
0100031_K,,Usine à Gaz,,46.2058530,6.10813500,,,0,S0100031,K,
ch:1:sloid:93174:0:769140,,"Vernier, Usine à gaz",,46.2058530,6.10813500,,,0,S0100031,,
S0100032,,Prévessin-Les Aglands,,46.2544600,6.06793400,,,1,,,
0100032_S,,Prévessin-Les Aglands,,46.2544600,6.06793400,,,0,S0100032,S,
ch:1:sloid:1401780:0:187984,,"Prévessin, Les Aglands",,46.2544600,6.06793400,,,0,S0100032,,
S0100033,,Prévessin-Les Aglands,,46.2546030,6.06787800,,,1,,,
0100033_T,,Prévessin-Les Aglands,,46.2546030,6.06787800,,,0,S0100033,T,
ch:1:sloid:1401780:0:170217,,"Prévessin, Les Aglands",,46.2546030,6.06787800,,,0,S0100033,,
S0100034,,Aigues-Vertes,,46.1991680,6.07488300,,,1,,,
0100034_R,,Aigues-Vertes,,46.1991680,6.07488300,,,0,S0100034,R,
ch:1:sloid:87901:0:575139,,"Bernex, Aigues-Vertes",,46.1991680,6.07488300,,,0,S0100034,,
S0100035,,Aïre,,46.2013920,6.10438300,,,1,,,
0100035_C,,Aïre,,46.2013920,6.10438300,,,0,S0100035,C,
ch:1:sloid:93137:0:956466,,"Vernier, Aïre",,46.2013920,6.10438300,,,0,S0100035,,
S0100036,,Aïre,,46.2010000,6.10323900,,,1,,,
0100036_D,,Aïre,,46.2010000,6.10323900,,,0,S0100036,D,
ch:1:sloid:93137:0:952467,,"Vernier, Aïre",,46.2010000,6.10323900,,,0,S0100036,,
S0100037,,Aïre,,46.2011880,6.10314400,,,1,,,
0100037_E,,Aïre,,46.2011880,6.10314400,,,0,S0100037,E,
ch:1:sloid:93137:0:156509,,"Vernier, Aïre",,46.2011880,6.10314400,,,0,S0100037,,
S0100038,,Aire-la-Ville-Croisée,,46.1883870,6.04590300,,,1,,,
0100038_D,,Aire-la-Ville-Croisée,,46.1883870,6.04590300,,,0,S0100038,D,
ch:1:sloid:95556:0:459560,,"Aire-la-Ville, croisée",,46.1883870,6.04590300,,,0,S0100038,,
S0100039,,Aire-la-Ville-Croisée,,46.1883780,6.04586400,,,1,,,
0100039_E,,Aire-la-Ville-Croisée,,46.1883780,6.04586400,,,0,S0100039,E,
ch:1:sloid:95556:0:305709,,"Aire-la-Ville, croisée",,46.1883780,6.04586400,,,0,S0100039,,
S0100040,,Aire-la-Ville-Centre,,46.1899870,6.04356900,,,1,,,
0100040_G,,Aire-la-Ville-Centre,,46.1899870,6.04356900,,,0,S0100040,G,
ch:1:sloid:87028:0:224809,,"Aire-la-Ville, centre",,46.1899870,6.04356900,,,0,S0100040,,
S0100041,,Aire-la-Ville-Centre,,46.1896760,6.04392600,,,1,,,
0100041_H,,Aire-la-Ville-Centre,,46.1896760,6.04392600,,,0,S0100041,H,
ch:1:sloid:87028:0:15053,,"Aire-la-Ville, centre",,46.1896760,6.04392600,,,0,S0100041,,
S0100042,,Aire-la-Ville-Treulaz,,46.1859150,6.04535700,,,1,,,
0100042_A,,Aire-la-Ville-Treulaz,,46.1859150,6.04535700,,,0,S0100042,A,
ch:1:sloid:92620:0:97468,,"Aire-la-Ville, Treulaz",,46.1859150,6.04535700,,,0,S0100042,,
S0100044,,Jeandin,,46.1902990,6.19841800,,,1,,,
0100044_V,,Jeandin,,46.1902990,6.19841800,,,0,S0100044,V,
ch:1:sloid:93106:0:919128,,"Thônex, Jeandin",,46.1902990,6.19841800,,,0,S0100044,,
S0100045,,Jeandin,,46.1903080,6.19843100,,,1,,,
0100045_U,,Jeandin,,46.1903080,6.19843100,,,0,S0100045,U,
ch:1:sloid:93106:0:611020,,"Thônex, Jeandin",,46.1903080,6.19843100,,,0,S0100045,,
S0100046,,"Ferney, centre",,46.2581940,6.11321100,,,1,,,
0100046_L,,"Ferney, centre",,46.2581940,6.11321100,,,0,S0100046,L,
ch:1:sloid:1401732:0:822110,,"Ferney, centre",,46.2581940,6.11321100,,,0,S0100046,,
S0100047,,"Ferney, centre",,46.2580000,6.11355300,,,1,,,
0100047_M,,"Ferney, centre",,46.2580000,6.11355300,,,0,S0100047,M,
ch:1:sloid:1401732:0:137806,,"Ferney, centre",,46.2580000,6.11355300,,,0,S0100047,,
S0100048,,Avully-Bachères,,46.1645900,5.99224300,,,1,,,
0100048_L,,Avully-Bachères,,46.1645900,5.99224300,,,0,S0100048,L,
ch:1:sloid:95953:0:108204,,"Avully, Bachères",,46.1645900,5.99224300,,,0,S0100048,,
S0100049,,Avully-Bachères,,46.1646100,5.99237200,,,1,,,
0100049_M,,Avully-Bachères,,46.1646100,5.99237200,,,0,S0100049,M,
ch:1:sloid:95953:0:482223,,"Avully, Bachères",,46.1646100,5.99237200,,,0,S0100049,,
S0100050,,Avully-Ecole,,46.1674660,6.00468900,,,1,,,
0100050_H,,Avully-Ecole,,46.1674660,6.00468900,,,0,S0100050,H,
ch:1:sloid:92627:0:253310,,"Avully, école",,46.1674660,6.00468900,,,0,S0100050,,
S0100051,,Avully-Ecole,,46.1671660,6.00512400,,,1,,,
0100051_I,,Avully-Ecole,,46.1671660,6.00512400,,,0,S0100051,I,
ch:1:sloid:92627:0:68073,,"Avully, école",,46.1671660,6.00512400,,,0,S0100051,,
S0100052,,Avully-Gennecy,,46.1681190,5.99586600,,,1,,,
0100052_J,,Avully-Gennecy,,46.1681190,5.99586600,,,0,S0100052,J,
ch:1:sloid:92630:0:407325,,"Avully, Gennecy",,46.1681190,5.99586600,,,0,S0100052,,
S0100053,,Avully-Gennecy,,46.1681940,5.99612300,,,1,,,
0100053_K,,Avully-Gennecy,,46.1681940,5.99612300,,,0,S0100053,K,
ch:1:sloid:92630:0:210754,,"Avully, Gennecy",,46.1681940,5.99612300,,,0,S0100053,,
S0100054,,Avully-Martinet,,46.1587410,5.98650700,,,1,,,
0100054_O,,Avully-Martinet,,46.1587410,5.98650700,,,0,S0100054,O,
ch:1:sloid:92628:0:135458,,"Avully, Martinet",,46.1587410,5.98650700,,,0,S0100054,,
S0100055,,Avully-Martinet,,46.1585950,5.98636800,,,1,,,
0100055_N,,Avully-Martinet,,46.1585950,5.98636800,,,0,S0100055,N,
ch:1:sloid:92628:0:966509,,"Avully, Martinet",,46.1585950,5.98636800,,,0,S0100055,,
S0100056,,Alpes,,46.2089880,6.14727200,,,1,,,
0100056_O,,Alpes,,46.2089880,6.14727200,,,0,S0100056,O,
ch:1:sloid:92777:0:962138,,"Genève, Alpes",,46.2089880,6.14727200,,,0,S0100056,,
S0100059,,Avully-Village,,46.1695260,6.00111200,,,1,,,
0100059_G,,Avully-Village,,46.1695260,6.00111200,,,0,S0100059,G,
ch:1:sloid:87031:0:10374,,"Avully, village",,46.1695260,6.00111200,,,0,S0100059,,
S0100060,,Avully-Village,,46.1697710,6.00123500,,,1,,,
0100060_M,,Avully-Village,,46.1697710,6.00123500,,,0,S0100060,M,
ch:1:sloid:87031:0:364943,,"Avully, village",,46.1697710,6.00123500,,,0,S0100060,,
S0100061,,Avully-Village,,46.1695670,6.00149900,,,1,,,
0100061_L,,Avully-Village,,46.1695670,6.00149900,,,0,S0100061,L,
ch:1:sloid:87031:0:795463,,"Avully, village",,46.1695670,6.00149900,,,0,S0100061,,
S0100062,,Amandolier,,46.2000410,6.16834400,,,1,,,
0100062_J,,Amandolier,,46.2000410,6.16834400,,,0,S0100062,J,
ch:1:sloid:92778:0:690317,,"Genève, Amandolier",,46.2000410,6.16834400,,,0,S0100062,,
S0100063,,Amandolier,,46.2000700,6.16767000,,,1,,,
0100063_I,,Amandolier,,46.2000700,6.16767000,,,0,S0100063,I,
ch:1:sloid:92778:0:149921,,"Genève, Amandolier",,46.2000700,6.16767000,,,0,S0100063,,
S0100064,,Amandolier,,46.1997160,6.16740600,,,1,,,
0100064_K,,Amandolier,,46.1997160,6.16740600,,,0,S0100064,K,
ch:1:sloid:92778:0:252111,,"Genève, Amandolier",,46.1997160,6.16740600,,,0,S0100064,,
S0100065,,Amandolier,,46.1994180,6.16732200,,,1,,,
0100065_L,,Amandolier,,46.1994180,6.16732200,,,0,S0100065,L,
ch:1:sloid:92778:0:5804,,"Genève, Amandolier",,46.1994180,6.16732200,,,0,S0100065,,
S0100066,,Anières-Chavannes,,46.2830910,6.22918500,,,1,,,
0100066_M,,Anières-Chavannes,,46.2830910,6.22918500,,,0,S0100066,M,
ch:1:sloid:92621:0:405596,,"Anières, Chavannes",,46.2830910,6.22918500,,,0,S0100066,,
S0100067,,Anières-Chavannes,,46.2830090,6.22905700,,,1,,,
0100067_A,,Anières-Chavannes,,46.2830090,6.22905700,,,0,S0100067,A,
ch:1:sloid:92621:0:342695,,"Anières, Chavannes",,46.2830090,6.22905700,,,0,S0100067,,
S0100068,,Ancienne,,46.1813940,6.14086700,,,1,,,
0100068_O,,Ancienne,,46.1813940,6.14086700,,,0,S0100068,O,
ch:1:sloid:92668:0:678156,,"Carouge GE, Ancienne",,46.1813940,6.14086700,,,0,S0100068,,
S0100069,,Ancienne,,46.1811130,6.14073100,,,1,,,
0100069_P,,Ancienne,,46.1811130,6.14073100,,,0,S0100069,P,
ch:1:sloid:92668:0:722886,,"Carouge GE, Ancienne",,46.1811130,6.14073100,,,0,S0100069,,
S0100070,,Anières-Douane,,46.2686400,6.23828800,,,1,,,
0100070_G,,Anières-Douane,,46.2686400,6.23828800,,,0,S0100070,G,
ch:1:sloid:92624:0:946157,,"Anières, douane",,46.2686400,6.23828800,,,0,S0100070,,
S0100071,,Anières-Douane,,46.2681380,6.23758600,,,1,,,
0100071_H,,Anières-Douane,,46.2681380,6.23758600,,,0,S0100071,H,
ch:1:sloid:92624:0:894361,,"Anières, douane",,46.2681380,6.23758600,,,0,S0100071,,
S0100074,,Anières-Gravière,,46.2887510,6.23692300,,,1,,,
0100074_J,,Anières-Gravière,,46.2887510,6.23692300,,,0,S0100074,J,
ch:1:sloid:92625:0:6323,,"Anières, Gravière",,46.2887510,6.23692300,,,0,S0100074,,
S0100075,,Anières-Gravière,,46.2889870,6.23706100,,,1,,,
0100075_K,,Anières-Gravière,,46.2889870,6.23706100,,,0,S0100075,K,
ch:1:sloid:92625:0:192087,,"Anières, Gravière",,46.2889870,6.23706100,,,0,S0100075,,
S0100077,,Anières-Mairie,,46.2750090,6.22726200,,,1,,,
0100077_O,,Anières-Mairie,,46.2750090,6.22726200,,,0,S0100077,O,
ch:1:sloid:95010:0:614262,,"Anières, mairie",,46.2750090,6.22726200,,,0,S0100077,,
S0100078,,Anières-Mairie,,46.2747250,6.22760600,,,1,,,
0100078_P,,Anières-Mairie,,46.2747250,6.22760600,,,0,S0100078,P,
ch:1:sloid:95010:0:422399,,"Anières, mairie",,46.2747250,6.22760600,,,0,S0100078,,
S0100079,,Anières-Village,,46.2769280,6.22324900,,,1,,,
0100079_Q,,Anières-Village,,46.2769280,6.22324900,,,0,S0100079,Q,
ch:1:sloid:87029:0:27330,,"Anières, village",,46.2769280,6.22324900,,,0,S0100079,,
S0100080,,Anières-Village,,46.2769180,6.22315900,,,1,,,
0100080_R,,Anières-Village,,46.2769180,6.22315900,,,0,S0100080,R,
ch:1:sloid:87029:0:611469,,"Anières, village",,46.2769180,6.22315900,,,0,S0100080,,
S0100081,,Archamps-Pont de Combe,,46.1376890,6.12778700,,,1,,,
0100081_C,,Archamps-Pont de Combe,,46.1376890,6.12778700,,,0,S0100081,C,
ch:1:sloid:1401637:0:710042,,"Archamps, Pont de Combe",,46.1376890,6.12778700,,,0,S0100081,,
S0100082,,Archamps-Pont de Combe,,46.1377810,6.12794000,,,1,,,
0100082_D,,Archamps-Pont de Combe,,46.1377810,6.12794000,,,0,S0100082,D,
ch:1:sloid:1401637:0:150674,,"Archamps, Pont de Combe",,46.1377810,6.12794000,,,0,S0100082,,
S0100083,,Archamps-Pont de Combe,,46.1393410,6.12900300,,,1,,,
0100083_A,,Archamps-Pont de Combe,,46.1393410,6.12900300,,,0,S0100083,A,
ch:1:sloid:1401637:0:919356,,"Archamps, Pont de Combe",,46.1393410,6.12900300,,,0,S0100083,,
S0100084,,Appia,,46.2266460,6.13684600,,,1,,,
0100084_M,,Appia,,46.2266460,6.13684600,,,0,S0100084,M,
ch:1:sloid:88196:0:197814,,"Genève, Appia",,46.2266460,6.13684600,,,0,S0100084,,
S0100085,,Appia,,46.2268790,6.13676300,,,1,,,
0100085_N,,Appia,,46.2268790,6.13676300,,,0,S0100085,N,
ch:1:sloid:88196:0:298367,,"Genève, Appia",,46.2268790,6.13676300,,,0,S0100085,,
S0100086,,Appia,,46.2279140,6.13838400,,,1,,,
0100086_P,,Appia,,46.2279140,6.13838400,,,0,S0100086,P,
ch:1:sloid:88196:0:555874,,"Genève, Appia",,46.2279140,6.13838400,,,0,S0100086,,
S0100087,,Appia,,46.2276580,6.13801400,,,1,,,
0100087_O,,Appia,,46.2276580,6.13801400,,,0,S0100087,O,
ch:1:sloid:88196:0:442918,,"Genève, Appia",,46.2276580,6.13801400,,,0,S0100087,,
S0100089,,Arande,,46.1403910,6.08006700,,,1,,,
0100089_K,,Arande,,46.1403910,6.08006700,,,0,S0100089,K,
ch:1:sloid:1401795:0:67905,,"Saint-Julien, Arande",,46.1403910,6.08006700,,,0,S0100089,,
S0100090,,Arande,,46.1401200,6.08070800,,,1,,,
0100090_L,,Arande,,46.1401200,6.08070800,,,0,S0100090,L,
ch:1:sloid:1401795:0:161118,,"Saint-Julien, Arande",,46.1401200,6.08070800,,,0,S0100090,,
S0100091,,Arare,,46.1654220,6.11123200,,,1,,,
0100091_S,,Arare,,46.1654220,6.11123200,,,0,S0100091,S,
ch:1:sloid:93050:0:3874,,"Plan-les-Ouates, Arare",,46.1654220,6.11123200,,,0,S0100091,,
S0100092,,Arare,,46.1654250,6.11147800,,,1,,,
0100092_T,,Arare,,46.1654250,6.11147800,,,0,S0100092,T,
ch:1:sloid:93050:0:83827,,"Plan-les-Ouates, Arare",,46.1654250,6.11147800,,,0,S0100092,,
S0100093,,Arena-Halle 7,,46.2333910,6.11263500,,,1,,,
0100093_I,,Arena-Halle 7,,46.2333910,6.11263500,,,0,S0100093,I,
ch:1:sloid:92935:0:221497,,"Grand-Saconnex, Arena-Halle 7",,46.2333910,6.11263500,,,0,S0100093,,
S0100094,,Arena-Halle 7,,46.2330310,6.11185300,,,1,,,
0100094_J,,Arena-Halle 7,,46.2330310,6.11185300,,,0,S0100094,J,
ch:1:sloid:92935:0:514240,,"Grand-Saconnex, Arena-Halle 7",,46.2330310,6.11185300,,,0,S0100094,,
S0100095,,Armes,,46.1869320,6.14052800,,,1,,,
0100095_A,,Armes,,46.1869320,6.14052800,,,0,S0100095,A,
ch:1:sloid:92669:0:234639,,"Carouge GE, Armes",,46.1869320,6.14052800,,,0,S0100095,,
S0100096,,Armes,,46.1867830,6.14014300,,,1,,,
0100096_B,,Armes,,46.1867830,6.14014300,,,0,S0100096,B,
ch:1:sloid:92669:0:57042,,"Carouge GE, Armes",,46.1867830,6.14014300,,,0,S0100096,,
S0100097,,Armes,,46.1867720,6.13992300,,,1,,,
0100097_C,,Armes,,46.1867720,6.13992300,,,0,S0100097,C,
ch:1:sloid:92669:0:241732,,"Carouge GE, Armes",,46.1867720,6.13992300,,,0,S0100097,,
S0100099,,Athenaz-Ecole,,46.1552950,6.00407600,,,1,,,
0100099_E,,Athenaz-Ecole,,46.1552950,6.00407600,,,0,S0100099,E,
ch:1:sloid:92632:0:989321,,"Athenaz, école",,46.1552950,6.00407600,,,0,S0100099,,
S0100100,,Athénée,,46.1982990,6.14874300,,,1,,,
0100100_I,,Athénée,,46.1982990,6.14874300,,,0,S0100100,I,
ch:1:sloid:92779:0:268432,,"Genève, Athénée",,46.1982990,6.14874300,,,0,S0100100,,
S0100101,,Athénée,,46.1984050,6.14854600,,,1,,,
0100101_J,,Athénée,,46.1984050,6.14854600,,,0,S0100101,J,
ch:1:sloid:92779:0:935484,,"Genève, Athénée",,46.1984050,6.14854600,,,0,S0100101,,
S0100102,,Athénée,,46.1982850,6.14909300,,,1,,,
0100102_K,,Athénée,,46.1982850,6.14909300,,,0,S0100102,K,
ch:1:sloid:92779:0:38284,,"Genève, Athénée",,46.1982850,6.14909300,,,0,S0100102,,
S0100103,,Athénée,,46.1983790,6.14949300,,,1,,,
0100103_L,,Athénée,,46.1983790,6.14949300,,,0,S0100103,L,
ch:1:sloid:92779:0:724258,,"Genève, Athénée",,46.1983790,6.14949300,,,0,S0100103,,
S0100104,,Athenaz-Passeiry,,46.1561150,6.00208700,,,1,,,
0100104_A,,Athenaz-Passeiry,,46.1561150,6.00208700,,,0,S0100104,A,
ch:1:sloid:92638:0:547854,,"Athenaz, Passeiry",,46.1561150,6.00208700,,,0,S0100104,,
S0100105,,Athenaz-Passeiry,,46.1564550,6.00332100,,,1,,,
0100105_B,,Athenaz-Passeiry,,46.1564550,6.00332100,,,0,S0100105,B,
ch:1:sloid:92638:0:306782,,"Athenaz, Passeiry",,46.1564550,6.00332100,,,0,S0100105,,
S0100106,,Attenville,,46.2280120,6.11425700,,,1,,,
0100106_R,,Attenville,,46.2280120,6.11425700,,,0,S0100106,R,
ch:1:sloid:92936:0:170153,,"Grand-Saconnex, Attenville",,46.2280120,6.11425700,,,0,S0100106,,
S0100107,,Attenville,,46.2276200,6.11381300,,,1,,,
0100107_S,,Attenville,,46.2276200,6.11381300,,,0,S0100107,S,
ch:1:sloid:92936:0:109436,,"Grand-Saconnex, Attenville",,46.2276200,6.11381300,,,0,S0100107,,
S0100108,,Athenaz-Village,,46.1545850,6.00699500,,,1,,,
0100108_C,,Athenaz-Village,,46.1545850,6.00699500,,,0,S0100108,C,
ch:1:sloid:87030:0:666385,,"Athenaz, village",,46.1545850,6.00699500,,,0,S0100108,,
S0100109,,Athenaz-Village,,46.1545950,6.00706000,,,1,,,
0100109_D,,Athenaz-Village,,46.1545950,6.00706000,,,0,S0100109,D,
ch:1:sloid:87030:0:725934,,"Athenaz, village",,46.1545950,6.00706000,,,0,S0100109,,
S0100110,,Aubépine,,46.1872870,6.14720300,,,1,,,
0100110_A,,Aubépine,,46.1872870,6.14720300,,,0,S0100110,A,
ch:1:sloid:3333:0:164397,,"Genève, Aubépine",,46.1872870,6.14720300,,,0,S0100110,,
S0100111,,Aubépine,,46.1872830,6.14765700,,,1,,,
0100111_I,,Aubépine,,46.1872830,6.14765700,,,0,S0100111,I,
ch:1:sloid:3333:0:529241,,"Genève, Aubépine",,46.1872830,6.14765700,,,0,S0100111,,
S0100112,,Merle-d'Aubigné,,46.2066890,6.16185300,,,1,,,
0100112_G,,Merle-d'Aubigné,,46.2066890,6.16185300,,,0,S0100112,G,
ch:1:sloid:92854:0:232126,,"Genève, Merle-d'Aubigné",,46.2066890,6.16185300,,,0,S0100112,,
S0100113,,Merle-d'Aubigné,,46.2063620,6.16164000,,,1,,,
0100113_H,,Merle-d'Aubigné,,46.2063620,6.16164000,,,0,S0100113,H,
ch:1:sloid:92854:0:403198,,"Genève, Merle-d'Aubigné",,46.2063620,6.16164000,,,0,S0100113,,
S0100114,,Augustins,,46.1921710,6.14391400,,,1,,,
0100114_X,,Augustins,,46.1921710,6.14391400,,,0,S0100114,X,
ch:1:sloid:92780:0:415510,,"Genève, Augustins",,46.1921710,6.14391400,,,0,S0100114,,
S0100115,,Augustins,,46.1918550,6.14383000,,,1,,,
0100115_W,,Augustins,,46.1918550,6.14383000,,,0,S0100115,W,
ch:1:sloid:92780:0:344694,,"Genève, Augustins",,46.1918550,6.14383000,,,0,S0100115,,
S0100116,,Augustins,,46.1917530,6.14433800,,,1,,,
0100116_Z,,Augustins,,46.1917530,6.14433800,,,0,S0100116,Z,
ch:1:sloid:92780:0:540469,,"Genève, Augustins",,46.1917530,6.14433800,,,0,S0100116,,
S0100117,,Augustins,,46.1917050,6.14334200,,,1,,,
0100117_Y,,Augustins,,46.1917050,6.14334200,,,0,S0100117,Y,
