stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,stop_timezone_header
S0101600,,Seuchat,,46.2740560,6.12253000,,,1,,,
0101600_A,,Seuchat,,46.2740560,6.12253000,,,0,S0101600,A,
ch:1:sloid:92722:0:716469,,"Collex, Seuchat",,46.2740560,6.12253000,,,0,S0101600,,
S0101601,,Seuchat,,46.2739050,6.12272800,,,1,,,
0101601_B,,Seuchat,,46.2739050,6.12272800,,,0,S0101601,B,
ch:1:sloid:92722:0:791451,,"Collex, Seuchat",,46.2739050,6.12272800,,,0,S0101601,,
S0101602,,Sainte-Clotilde,,46.1998860,6.13262600,,,1,,,
0101602_G,,Sainte-Clotilde,,46.1998860,6.13262600,,,0,S0101602,G,
ch:1:sloid:92908:0:978313,,"Genève, Sainte-Clotilde",,46.1998860,6.13262600,,,0,S0101602,,
S0101603,,Sainte-Clotilde,,46.1993110,6.13343100,,,1,,,
0101603_H,,Sainte-Clotilde,,46.1993110,6.13343100,,,0,S0101603,H,
ch:1:sloid:92908:0:133312,,"Genève, Sainte-Clotilde",,46.1993110,6.13343100,,,0,S0101603,,
S0101605,,Perle du Lac,,46.2203960,6.14967200,,,1,,,
0101605_Y,,Perle du Lac,,46.2203960,6.14967200,,,0,S0101605,Y,
ch:1:sloid:92902:0:242892,,"Genève, Perle du Lac",,46.2203960,6.14967200,,,0,S0101605,,
S0101606,,Perle du Lac,,46.2205000,6.15003200,,,1,,,
0101606_Z,,Perle du Lac,,46.2205000,6.15003200,,,0,S0101606,Z,
ch:1:sloid:92902:0:928729,,"Genève, Perle du Lac",,46.2205000,6.15003200,,,0,S0101606,,
S0101607,,Sézenove-Ferrand,,46.1655380,6.05494200,,,1,,,
0101607_A,,Sézenove-Ferrand,,46.1655380,6.05494200,,,0,S0101607,A,
ch:1:sloid:95224:0:662462,,"Bernex, Sézenove Ferrand",,46.1655380,6.05494200,,,0,S0101607,,
S0101608,,Sézenove-Ferrand,,46.1654100,6.05481500,,,1,,,
0101608_B,,Sézenove-Ferrand,,46.1654100,6.05481500,,,0,S0101608,B,
ch:1:sloid:95224:0:254343,,"Bernex, Sézenove Ferrand",,46.1654100,6.05481500,,,0,S0101608,,
S0101609,,Sellières,,46.1981980,6.10135100,,,1,,,
0101609_F,,Sellières,,46.1981980,6.10135100,,,0,S0101609,F,
ch:1:sloid:93170:0:16728,,"Vernier, Sellieres",,46.1981980,6.10135100,,,0,S0101609,,
S0101610,,Sellières,,46.1978150,6.10094600,,,1,,,
0101610_G,,Sellières,,46.1978150,6.10094600,,,0,S0101610,G,
ch:1:sloid:93170:0:158723,,"Vernier, Sellieres",,46.1978150,6.10094600,,,0,S0101610,,
S0101611,,Sézegnin-Le Renfort,,46.1442430,6.00953200,,,1,,,
0101611_B,,Sézegnin-Le Renfort,,46.1442430,6.00953200,,,0,S0101611,B,
ch:1:sloid:92636:0:628025,,"Sézegnin, Le Renfort",,46.1442430,6.00953200,,,0,S0101611,,
S0101612,,Sézegnin-Le Renfort,,46.1443850,6.00930800,,,1,,,
0101612_A,,Sézegnin-Le Renfort,,46.1443850,6.00930800,,,0,S0101612,A,
ch:1:sloid:92636:0:387829,,"Sézegnin, Le Renfort",,46.1443850,6.00930800,,,0,S0101612,,
S0101613,,Servette,,46.2132390,6.13041400,,,1,,,
0101613_A,,Servette,,46.2132390,6.13041400,,,0,S0101613,A,
ch:1:sloid:92903:0:979613,,"Genève, Servette",,46.2132390,6.13041400,,,0,S0101613,,
S0101614,,Servette,,46.2136820,6.12987200,,,1,,,
0101614_B,,Servette,,46.2136820,6.12987200,,,0,S0101614,B,
ch:1:sloid:92903:0:763134,,"Genève, Servette",,46.2136820,6.12987200,,,0,S0101614,,
S0101615,,Servette,,46.2135120,6.12911200,,,1,,,
0101615_D,,Servette,,46.2135120,6.12911200,,,0,S0101615,D,
ch:1:sloid:92903:0:611331,,"Genève, Servette",,46.2135120,6.12911200,,,0,S0101615,,
S0101616,,Servette,,46.2139630,6.13000800,,,1,,,
0101616_C,,Servette,,46.2139630,6.13000800,,,0,S0101616,C,
ch:1:sloid:92903:0:877146,,"Genève, Servette",,46.2139630,6.13000800,,,0,S0101616,,
S0101617,,Seujet,,46.2039470,6.13217900,,,1,,,
0101617_P,,Seujet,,46.2039470,6.13217900,,,0,S0101617,P,
ch:1:sloid:92904:0:204490,,"Genève, Seujet",,46.2039470,6.13217900,,,0,S0101617,,
S0101618,,Seujet,,46.2039960,6.13245000,,,1,,,
0101618_Q,,Seujet,,46.2039960,6.13245000,,,0,S0101618,Q,
ch:1:sloid:92904:0:725153,,"Genève, Seujet",,46.2039960,6.13245000,,,0,S0101618,,
S0101619,,Sézenove-Village,,46.1645630,6.05610600,,,1,,,
0101619_C,,Sézenove-Village,,46.1645630,6.05610600,,,0,S0101619,C,
ch:1:sloid:95043:0:931591,,"Bernex, Sézenove village",,46.1645630,6.05610600,,,0,S0101619,,
S0101620,,Sézenove-Village,,46.1642350,6.05655500,,,1,,,
0101620_D,,Sézenove-Village,,46.1642350,6.05655500,,,0,S0101620,D,
ch:1:sloid:95043:0:202837,,"Bernex, Sézenove village",,46.1642350,6.05655500,,,0,S0101620,,
S0101621,,Seymaz,,46.2068550,6.20106000,,,1,,,
0101621_H,,Seymaz,,46.2068550,6.20106000,,,0,S0101621,H,
ch:1:sloid:92700:0:462920,,"Chêne-Bougeries, Seymaz",,46.2068550,6.20106000,,,0,S0101621,,
S0101622,,Seymaz,,46.2068390,6.20121600,,,1,,,
0101622_I,,Seymaz,,46.2068390,6.20121600,,,0,S0101622,I,
ch:1:sloid:92700:0:377463,,"Chêne-Bougeries, Seymaz",,46.2068390,6.20121600,,,0,S0101622,,
S0101623,,Sézegnin-Village,,46.1442100,6.01112500,,,1,,,
0101623_N,,Sézegnin-Village,,46.1442100,6.01112500,,,0,S0101623,N,
ch:1:sloid:87089:0:97619,,"Sézegnin, village",,46.1442100,6.01112500,,,0,S0101623,,
S0101624,,Sézegnin-Village,,46.1441760,6.01129400,,,1,,,
0101624_O,,Sézegnin-Village,,46.1441760,6.01129400,,,0,S0101624,O,
ch:1:sloid:87089:0:962742,,"Sézegnin, village",,46.1441760,6.01129400,,,0,S0101624,,
S0101625,,Sergy-Centre,,46.2527880,5.99923700,,,1,,,
0101625_C,,Sergy-Centre,,46.2527880,5.99923700,,,0,S0101625,C,
ch:1:sloid:1401801:0:721518,,"Sergy, centre",,46.2527880,5.99923700,,,0,S0101625,,
S0101626,,Sergy-Centre,,46.2526710,5.99925300,,,1,,,
0101626_D,,Sergy-Centre,,46.2526710,5.99925300,,,0,S0101626,D,
ch:1:sloid:1401801:0:158572,,"Sergy, centre",,46.2526710,5.99925300,,,0,S0101626,,
S0101627,,Saint-Genis-Théâtre,,46.2423810,6.02221800,,,1,,,
0101627_I,,Saint-Genis-Théâtre,,46.2423810,6.02221800,,,0,S0101627,I,
ch:1:sloid:1401794:0:961423,,"Saint-Genis, théâtre",,46.2423810,6.02221800,,,0,S0101627,,
S0101628,,Saint-Genis-Théâtre,,46.2424000,6.02234700,,,1,,,
0101628_H,,Saint-Genis-Théâtre,,46.2424000,6.02234700,,,0,S0101628,H,
ch:1:sloid:1401794:0:892727,,"Saint-Genis, théâtre",,46.2424000,6.02234700,,,0,S0101628,,
S0101629,,Sergy-Gare,,46.2489640,6.01053000,,,1,,,
0101629_A,,Sergy-Gare,,46.2489640,6.01053000,,,0,S0101629,A,
ch:1:sloid:1401097:0:49537,,"Sergy, gare",,46.2489640,6.01053000,,,0,S0101629,,
S0101630,,Sergy-Gare,,46.2481780,6.01175700,,,1,,,
0101630_B,,Sergy-Gare,,46.2481780,6.01175700,,,0,S0101630,B,
ch:1:sloid:1401097:0:683792,,"Sergy, gare",,46.2481780,6.01175700,,,0,S0101630,,
S0101631,,Sergy-Les Longets,,46.2505470,6.00483400,,,1,,,
0101631_R,,Sergy-Les Longets,,46.2505470,6.00483400,,,0,S0101631,R,
ch:1:sloid:1401802:0:983637,,"Sergy, Les Longets",,46.2505470,6.00483400,,,0,S0101631,,
S0101632,,Sergy-Les Longets,,46.2506050,6.00445700,,,1,,,
0101632_S,,Sergy-Les Longets,,46.2506050,6.00445700,,,0,S0101632,S,
ch:1:sloid:1401802:0:665187,,"Sergy, Les Longets",,46.2506050,6.00445700,,,0,S0101632,,
S0101633,,Ségny-Centre,,46.2956580,6.07620200,,,1,,,
0101633_H,,Ségny-Centre,,46.2956580,6.07620200,,,0,S0101633,H,
ch:1:sloid:1401800:0:283242,,"Ségny, centre",,46.2956580,6.07620200,,,0,S0101633,,
S0101634,,Ségny-Centre,,46.2954970,6.07624500,,,1,,,
0101634_I,,Ségny-Centre,,46.2954970,6.07624500,,,0,S0101634,I,
ch:1:sloid:1401800:0:388263,,"Ségny, centre",,46.2954970,6.07624500,,,0,S0101634,,
S0101635,,Ségny-Centre,,46.2974080,6.07436700,,,1,,,
0101635_J,,Ségny-Centre,,46.2974080,6.07436700,,,0,S0101635,J,
ch:1:sloid:1401800:0:229839,,"Ségny, centre",,46.2974080,6.07436700,,,0,S0101635,,
S0101636,,Saint-Genis-Schuman,,46.2433130,6.03424000,,,1,,,
0101636_C,,Saint-Genis-Schuman,,46.2433130,6.03424000,,,0,S0101636,C,
ch:1:sloid:1401793:0:323825,,"Saint-Genis, Schuman",,46.2433130,6.03424000,,,0,S0101636,,
S0101637,,Saint-Genis-Schuman,,46.2426080,6.03464700,,,1,,,
0101637_D,,Saint-Genis-Schuman,,46.2426080,6.03464700,,,0,S0101637,D,
ch:1:sloid:1401793:0:72789,,"Saint-Genis, Schuman",,46.2426080,6.03464700,,,0,S0101637,,
S0101638,,Sierne,,46.1770190,6.17960400,,,1,,,
0101638_N,,Sierne,,46.1770190,6.17960400,,,0,S0101638,N,
ch:1:sloid:93213:0:900828,,"Veyrier, Sierne",,46.1770190,6.17960400,,,0,S0101638,,
S0101639,,Sierne,,46.1771290,6.17982200,,,1,,,
0101639_O,,Sierne,,46.1771290,6.17982200,,,0,S0101639,O,
ch:1:sloid:93213:0:797616,,"Veyrier, Sierne",,46.1771290,6.17982200,,,0,S0101639,,
S0101640,,SIG Lignon,,46.2059080,6.10438900,,,1,,,
0101640_H,,SIG Lignon,,46.2059080,6.10438900,,,0,S0101640,H,
ch:1:sloid:93171:0:3091,,"Vernier, SIG Lignon",,46.2059080,6.10438900,,,0,S0101640,,
S0101641,,SIG Lignon,,46.2063610,6.10313400,,,1,,,
0101641_I,,SIG Lignon,,46.2063610,6.10313400,,,0,S0101641,I,
ch:1:sloid:93171:0:561470,,"Vernier, SIG Lignon",,46.2063610,6.10313400,,,0,S0101641,,
S0101642,,Signal,,46.2200640,6.08506600,,,1,,,
0101642_K,,Signal,,46.2200640,6.08506600,,,0,S0101642,K,
ch:1:sloid:95052:0:276226,,"Vernier, Signal",,46.2200640,6.08506600,,,0,S0101642,,
S0101643,,Signal,,46.2199560,6.08501700,,,1,,,
0101643_L,,Signal,,46.2199560,6.08501700,,,0,S0101643,L,
ch:1:sloid:95052:0:890384,,"Vernier, Signal",,46.2199560,6.08501700,,,0,S0101643,,
S0101646,,Sillons,,46.2007080,6.21571200,,,1,,,
0101646_R,,Sillons,,46.2007080,6.21571200,,,0,S0101646,R,
ch:1:sloid:93122:0:766399,,"Thônex, Sillons",,46.2007080,6.21571200,,,0,S0101646,,
S0101647,,Sillons,,46.2004210,6.21503100,,,1,,,
0101647_S,,Sillons,,46.2004210,6.21503100,,,0,S0101647,S,
ch:1:sloid:93122:0:528967,,"Thônex, Sillons",,46.2004210,6.21503100,,,0,S0101647,,
S0101648,,Collège Sismondi,,46.2210650,6.14125700,,,1,,,
0101648_Q,,Collège Sismondi,,46.2210650,6.14125700,,,0,S0101648,Q,
ch:1:sloid:92905:0:114474,,"Genève, Collège Sismondi",,46.2210650,6.14125700,,,0,S0101648,,
S0101649,,Collège Sismondi,,46.2209430,6.14160900,,,1,,,
0101649_R,,Collège Sismondi,,46.2209430,6.14160900,,,0,S0101649,R,
ch:1:sloid:92905:0:263736,,"Genève, Collège Sismondi",,46.2209430,6.14160900,,,0,S0101649,,
S0101650,,Sionnet,,46.2335680,6.25070400,,,1,,,
0101650_A,,Sionnet,,46.2335680,6.25070400,,,0,S0101650,A,
ch:1:sloid:92970:0:569496,,"Jussy, Sionnet",,46.2335680,6.25070400,,,0,S0101650,,
S0101651,,Sionnet,,46.2334580,6.25055000,,,1,,,
0101651_B,,Sionnet,,46.2334580,6.25055000,,,0,S0101651,B,
ch:1:sloid:92970:0:934921,,"Jussy, Sionnet",,46.2334580,6.25055000,,,0,S0101651,,
S0101652,,Sionnet,,46.2348940,6.24854800,,,1,,,
0101652_C,,Sionnet,,46.2348940,6.24854800,,,0,S0101652,C,
ch:1:sloid:92970:0:993401,,"Jussy, Sionnet",,46.2348940,6.24854800,,,0,S0101652,,
S0101653,,Sionnet,,46.2346820,6.24883800,,,1,,,
0101653_D,,Sionnet,,46.2346820,6.24883800,,,0,S0101653,D,
ch:1:sloid:92970:0:131826,,"Jussy, Sionnet",,46.2346820,6.24883800,,,0,S0101653,,
S0101654,,L.-Sismondi,,46.2020020,6.19578100,,,1,,,
0101654_O,,L.-Sismondi,,46.2020020,6.19578100,,,0,S0101654,O,
ch:1:sloid:92696:0:465420,,"Chêne-Bougeries, L.-Sismondi",,46.2020020,6.19578100,,,0,S0101654,,
S0101655,,L.-Sismondi,,46.2016100,6.19536200,,,1,,,
0101655_P,,L.-Sismondi,,46.2016100,6.19536200,,,0,S0101655,P,
ch:1:sloid:92696:0:143169,,"Chêne-Bougeries, L.-Sismondi",,46.2016100,6.19536200,,,0,S0101655,,
S0101658,,Saint-Julien-Centre,,46.1447050,6.08196600,,,1,,,
0101658_F,,Saint-Julien-Centre,,46.1447050,6.08196600,,,0,S0101658,F,
ch:1:sloid:1401233:0:744402,,"Saint-Julien, centre",,46.1447050,6.08196600,,,0,S0101658,,
S0101659,,Saint-Julien-Centre,,46.1450530,6.08248800,,,1,,,
0101659_G,,Saint-Julien-Centre,,46.1450530,6.08248800,,,0,S0101659,G,
ch:1:sloid:1401233:0:431711,,"Saint-Julien, centre",,46.1450530,6.08248800,,,0,S0101659,,
S0101660,,Saint-Julien-Douane,,46.1503070,6.08841600,,,1,,,
0101660_Q,,Saint-Julien-Douane,,46.1503070,6.08841600,,,0,S0101660,Q,
ch:1:sloid:1401004:0:615661,,"Saint-Julien, douane",,46.1503070,6.08841600,,,0,S0101660,,
S0101661,,Saint-Julien-Douane,,46.1506740,6.08902800,,,1,,,
0101661_R,,Saint-Julien-Douane,,46.1506740,6.08902800,,,0,S0101661,R,
ch:1:sloid:1401004:0:571645,,"Saint-Julien, douane",,46.1506740,6.08902800,,,0,S0101661,,
S0101664,,Saint-Julien-Hôpital,,46.1460590,6.08005600,,,1,,,
0101664_H,,Saint-Julien-Hôpital,,46.1460590,6.08005600,,,0,S0101664,H,
ch:1:sloid:1401640:0:478622,,"Saint-Julien, Hôpital",,46.1460590,6.08005600,,,0,S0101664,,
S0101665,,Saint-Julien-Hôpital,,46.1458740,6.08041000,,,1,,,
0101665_I,,Saint-Julien-Hôpital,,46.1458740,6.08041000,,,0,S0101665,I,
ch:1:sloid:1401640:0:875519,,"Saint-Julien, Hôpital",,46.1458740,6.08041000,,,0,S0101665,,
S0101666,,Saint-Julien-Hutins,,46.1483350,6.08603100,,,1,,,
0101666_S,,Saint-Julien-Hutins,,46.1483350,6.08603100,,,0,S0101666,S,
ch:1:sloid:1401797:0:434298,,"Saint-Julien, Hutins",,46.1483350,6.08603100,,,0,S0101666,,
S0101667,,Saint-Julien-Hutins,,46.1478720,6.08569300,,,1,,,
0101667_T,,Saint-Julien-Hutins,,46.1478720,6.08569300,,,0,S0101667,T,
ch:1:sloid:1401797:0:783746,,"Saint-Julien, Hutins",,46.1478720,6.08569300,,,0,S0101667,,
S0101668,,Saint-Julien-Lathoy hameau,,46.1415550,6.10447500,,,1,,,
0101668_I,,Saint-Julien-Lathoy hameau,,46.1415550,6.10447500,,,0,S0101668,I,
ch:1:sloid:1401638:0:950908,,"Saint-Julien, Lathoy hameau",,46.1415550,6.10447500,,,0,S0101668,,
S0101669,,Saint-Julien-Lathoy hameau,,46.1413190,6.10431200,,,1,,,
0101669_J,,Saint-Julien-Lathoy hameau,,46.1413190,6.10431200,,,0,S0101669,J,
ch:1:sloid:1401638:0:948719,,"Saint-Julien, Lathoy hameau",,46.1413190,6.10431200,,,0,S0101669,,
S0101670,,Saint-Julien-Route de Lathoy,,46.1418390,6.09505800,,,1,,,
0101670_K,,Saint-Julien-Route de Lathoy,,46.1418390,6.09505800,,,0,S0101670,K,
ch:1:sloid:1401798:0:325550,,"Saint-Julien, Route de Lathoy",,46.1418390,6.09505800,,,0,S0101670,,
S0101671,,Saint-Julien-Route de Lathoy,,46.1418580,6.09587300,,,1,,,
0101671_L,,Saint-Julien-Route de Lathoy,,46.1418580,6.09587300,,,0,S0101671,L,
ch:1:sloid:1401798:0:27981,,"Saint-Julien, Route de Lathoy",,46.1418580,6.09587300,,,0,S0101671,,
S0101674,,Saut-du-Loup,,46.2017820,6.20037200,,,1,,,
0101674_Q,,Saut-du-Loup,,46.2017820,6.20037200,,,0,S0101674,Q,
ch:1:sloid:92715:0:605689,,"Chêne-Bourg, Saut-du-Loup",,46.2017820,6.20037200,,,0,S0101674,,
S0101675,,Saut-du-Loup,,46.2015790,6.19984600,,,1,,,
0101675_R,,Saut-du-Loup,,46.2015790,6.19984600,,,0,S0101675,R,
ch:1:sloid:92715:0:935074,,"Chêne-Bourg, Saut-du-Loup",,46.2015790,6.19984600,,,0,S0101675,,
S0101676,,La Salésienne,,46.1689530,6.18078800,,,1,,,
0101676_A,,La Salésienne,,46.1689530,6.18078800,,,0,S0101676,A,
ch:1:sloid:93201:0:777656,,"Veyrier, La Salésienne",,46.1689530,6.18078800,,,0,S0101676,,
S0101677,,La Salésienne,,46.1688690,6.18054400,,,1,,,
0101677_B,,La Salésienne,,46.1688690,6.18054400,,,0,S0101677,B,
ch:1:sloid:93201:0:351150,,"Veyrier, La Salésienne",,46.1688690,6.18054400,,,0,S0101677,,
S0101678,,La Salésienne,,46.1682330,6.18000100,,,1,,,
0101678_C,,La Salésienne,,46.1682330,6.18000100,,,0,S0101678,C,
ch:1:sloid:93201:0:405109,,"Veyrier, La Salésienne",,46.1682330,6.18000100,,,0,S0101678,,
S0101679,,La Salésienne,,46.1683970,6.18019200,,,1,,,
0101679_D,,La Salésienne,,46.1683970,6.18019200,,,0,S0101679,D,
ch:1:sloid:93201:0:620848,,"Veyrier, La Salésienne",,46.1683970,6.18019200,,,0,S0101679,,
S0101680,,Saint-Maurice,,46.2533930,6.21664200,,,1,,,
0101680_L,,Saint-Maurice,,46.2533930,6.21664200,,,0,S0101680,L,
ch:1:sloid:87433:0:98363,,"Vésenaz, Saint-Maurice",,46.2533930,6.21664200,,,0,S0101680,,
S0101681,,Saint-Maurice,,46.2530190,6.21696200,,,1,,,
0101681_M,,Saint-Maurice,,46.2530190,6.21696200,,,0,S0101681,M,
ch:1:sloid:87433:0:513193,,"Vésenaz, Saint-Maurice",,46.2530190,6.21696200,,,0,S0101681,,
S0101683,,Contrat-Social,,46.2067820,6.12217200,,,1,,,
0101683_M,,Contrat-Social,,46.2067820,6.12217200,,,0,S0101683,M,
ch:1:sloid:92811:0:338724,,"Genève, Contrat-Social",,46.2067820,6.12217200,,,0,S0101683,,
S0101684,,Contrat-Social,,46.2061050,6.12272000,,,1,,,
0101684_N,,Contrat-Social,,46.2061050,6.12272000,,,0,S0101684,N,
ch:1:sloid:92811:0:784692,,"Genève, Contrat-Social",,46.2061050,6.12272000,,,0,S0101684,,
S0101685,,Le Soleil,,46.2595740,6.22835800,,,1,,,
0101685_J,,Le Soleil,,46.2595740,6.22835800,,,0,S0101685,J,
ch:1:sloid:92762:0:51790,,"Corsier GE, Le Soleil",,46.2595740,6.22835800,,,0,S0101685,,
S0101686,,Le Soleil,,46.2593260,6.22787100,,,1,,,
0101686_K,,Le Soleil,,46.2593260,6.22787100,,,0,S0101686,K,
ch:1:sloid:92762:0:846079,,"Corsier GE, Le Soleil",,46.2593260,6.22787100,,,0,S0101686,,
S0101687,,Sonnex,,46.2285420,6.12340900,,,1,,,
0101687_K,,Sonnex,,46.2285420,6.12340900,,,0,S0101687,K,
ch:1:sloid:3331:0:792791,,"Grand-Saconnex, Sonnex",,46.2285420,6.12340900,,,0,S0101687,,
S0101688,,Sonnex,,46.2284800,6.12346300,,,1,,,
0101688_L,,Sonnex,,46.2284800,6.12346300,,,0,S0101688,L,
ch:1:sloid:3331:0:60832,,"Grand-Saconnex, Sonnex",,46.2284800,6.12346300,,,0,S0101688,,
S0101689,,Sous Pressy,,46.2271110,6.20976500,,,1,,,
0101689_E,,Sous Pressy,,46.2271110,6.20976500,,,0,S0101689,E,
ch:1:sloid:8113:0:140662,,"Vandoeuvres, Sous Pressy",,46.2271110,6.20976500,,,0,S0101689,,
S0101690,,Sous Pressy,,46.2270650,6.20962300,,,1,,,
0101690_F,,Sous Pressy,,46.2270650,6.20962300,,,0,S0101690,F,
ch:1:sloid:8113:0:830937,,"Vandoeuvres, Sous Pressy",,46.2270650,6.20962300,,,0,S0101690,,
S0101691,,Sorbier,,46.2167260,6.06862400,,,1,,,
0101691_W,,Sorbier,,46.2167260,6.06862400,,,0,S0101691,W,
ch:1:sloid:93172:0:297787,,"Vernier, Sorbier",,46.2167260,6.06862400,,,0,S0101691,,
S0101692,,Sorbier,,46.2166640,6.06869100,,,1,,,
0101692_X,,Sorbier,,46.2166640,6.06869100,,,0,S0101692,X,
ch:1:sloid:93172:0:184454,,"Vernier, Sorbier",,46.2166640,6.06869100,,,0,S0101692,,
S0101693,,Soral-Mairie,,46.1428030,6.04032300,,,1,,,
0101693_R,,Soral-Mairie,,46.1428030,6.04032300,,,0,S0101693,R,
ch:1:sloid:87091:0:287016,,"Soral, mairie",,46.1428030,6.04032300,,,0,S0101693,,
S0101694,,Soral-Mairie,,46.1427860,6.04041400,,,1,,,
0101694_S,,Soral-Mairie,,46.1427860,6.04041400,,,0,S0101694,S,
ch:1:sloid:87091:0:783206,,"Soral, mairie",,46.1427860,6.04041400,,,0,S0101694,,
S0101695,,Serves,,46.1670600,6.13289500,,,1,,,
0101695_B,,Serves,,46.1670600,6.13289500,,,0,S0101695,B,
ch:1:sloid:93068:0:113014,,"Plan-les-Ouates, Serves",,46.1670600,6.13289500,,,0,S0101695,,
S0101696,,Serves,,46.1669040,6.13260100,,,1,,,
0101696_A,,Serves,,46.1669040,6.13260100,,,0,S0101696,A,
ch:1:sloid:93068:0:246722,,"Plan-les-Ouates, Serves",,46.1669040,6.13260100,,,0,S0101696,,
S0101697,,Soral-Village,,46.1441800,6.04331700,,,1,,,
0101697_T,,Soral-Village,,46.1441800,6.04331700,,,0,S0101697,T,
ch:1:sloid:95044:0:889982,,"Soral, village",,46.1441800,6.04331700,,,0,S0101697,,
S0101698,,Soral-Village,,46.1442910,6.04352100,,,1,,,
0101698_U,,Soral-Village,,46.1442910,6.04352100,,,0,S0101698,U,
ch:1:sloid:95044:0:453983,,"Soral, village",,46.1442910,6.04352100,,,0,S0101698,,
S0101699,,Sous-Chevrens,,46.2865050,6.23384500,,,1,,,
0101699_G,,Sous-Chevrens,,46.2865050,6.23384500,,,0,S0101699,G,
ch:1:sloid:92622:0:418125,,"Anières, Sous-Chevrens",,46.2865050,6.23384500,,,0,S0101699,,
S0101700,,Sous-Chevrens,,46.2867240,6.23412600,,,1,,,
0101700_H,,Sous-Chevrens,,46.2867240,6.23412600,,,0,S0101700,H,
ch:1:sloid:92622:0:422646,,"Anières, Sous-Chevrens",,46.2867240,6.23412600,,,0,S0101700,,
S0101701,,Sous-Chevrens,,46.2868160,6.23428000,,,1,,,
0101701_I,,Sous-Chevrens,,46.2868160,6.23428000,,,0,S0101701,I,
ch:1:sloid:92622:0:891242,,"Anières, Sous-Chevrens",,46.2868160,6.23428000,,,0,S0101701,,
S0101702,,De-Staël,,46.1760890,6.13261400,,,1,,,
0101702_J,,De-Staël,,46.1760890,6.13261400,,,0,S0101702,J,
ch:1:sloid:92670:0:775362,,"Grand-Lancy, De-Staël",,46.1760890,6.13261400,,,0,S0101702,,
S0101703,,De-Staël,,46.1758780,6.13219100,,,1,,,
0101703_K,,De-Staël,,46.1758780,6.13219100,,,0,S0101703,K,
ch:1:sloid:92670:0:256872,,"Grand-Lancy, De-Staël",,46.1758780,6.13219100,,,0,S0101703,,
S0101704,,De-Staël,,46.1760990,6.13266500,,,1,,,
0101704_L,,De-Staël,,46.1760990,6.13266500,,,0,S0101704,L,
ch:1:sloid:92670:0:436463,,"Grand-Lancy, De-Staël",,46.1760990,6.13266500,,,0,S0101704,,
S0101706,,Stade de Genève,,46.1786440,6.12869300,,,1,,,
0101706_W,,Stade de Genève,,46.1786440,6.12869300,,,0,S0101706,W,
ch:1:sloid:88802:0:277041,,"Carouge GE, Stade de Genève",,46.1786440,6.12869300,,,0,S0101706,,
S0101707,,Stade de Genève,,46.1797610,6.12956000,,,1,,,
0101707_X,,Stade de Genève,,46.1797610,6.12956000,,,0,S0101707,X,
ch:1:sloid:88802:0:323290,,"Carouge GE, Stade de Genève",,46.1797610,6.12956000,,,0,S0101707,,
S0101708,,Stade de Genève,,46.1801590,6.12898000,,,1,,,
0101708_Y,,Stade de Genève,,46.1801590,6.12898000,,,0,S0101708,Y,
ch:1:sloid:88802:0:616628,,"Carouge GE, Stade de Genève",,46.1801590,6.12898000,,,0,S0101708,,
S0101709,,Stade de Genève,,46.1814720,6.12894900,,,1,,,
0101709_T,,Stade de Genève,,46.1814720,6.12894900,,,0,S0101709,T,
ch:1:sloid:88802:0:945514,,"Carouge GE, Stade de Genève",,46.1814720,6.12894900,,,0,S0101709,,
S0101710,,Stade de Genève,,46.1788940,6.12854500,,,1,,,
0101710_Z,,Stade de Genève,,46.1788940,6.12854500,,,0,S0101710,Z,
ch:1:sloid:88802:0:473125,,"Carouge GE, Stade de Genève",,46.1788940,6.12854500,,,0,S0101710,,
S0101711,,Saint-Loup,,46.2825110,6.15449300,,,1,,,
0101711_U,,Saint-Loup,,46.2825110,6.15449300,,,0,S0101711,U,
ch:1:sloid:95666:0:294212,,"Versoix, Saint-Loup",,46.2825110,6.15449300,,,0,S0101711,,
S0101712,,Saint-Loup,,46.2825650,6.15445300,,,1,,,
0101712_V,,Saint-Loup,,46.2825650,6.15445300,,,0,S0101712,V,
ch:1:sloid:95666:0:767822,,"Versoix, Saint-Loup",,46.2825650,6.15445300,,,0,S0101712,,
S0101713,,Stand,,46.2036670,6.13983100,,,1,,,
0101713_H,,Stand,,46.2036670,6.13983100,,,0,S0101713,H,
ch:1:sloid:92906:0:412298,,"Genève, Stand",,46.2036670,6.13983100,,,0,S0101713,,
S0101714,,Stand,,46.2037070,6.14094400,,,1,,,
0101714_J,,Stand,,46.2037070,6.14094400,,,0,S0101714,J,
ch:1:sloid:92906:0:25202,,"Genève, Stand",,46.2037070,6.14094400,,,0,S0101714,,
S0101715,,Stand,,46.2039920,6.13995300,,,1,,,
0101715_I,,Stand,,46.2039920,6.13995300,,,0,S0101715,I,
ch:1:sloid:92906:0:639734,,"Genève, Stand",,46.2039920,6.13995300,,,0,S0101715,,
S0101716,,Stand,,46.2041390,6.14018300,,,1,,,
0101716_K,,Stand,,46.2041390,6.14018300,,,0,S0101716,K,
ch:1:sloid:92906:0:734024,,"Genève, Stand",,46.2041390,6.14018300,,,0,S0101716,,
S0101717,,Stand,,46.2041930,6.14018100,,,1,,,
0101717_L,,Stand,,46.2041930,6.14018100,,,0,S0101717,L,
